sender,sender_type,sender_id,timestamp,meta,,German,Swahili,correct,distractor1,distractor2,distractor3,distractors,duration,enc,ended_on,response,response_,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,x
Deep Question,html.Page,13_0_5_0_0,2023-01-08T10:46:08.247Z,,,Kultur,utamaduni,,,,,,16614.622000000905,d,form submission,,unigiji,,2121695.8000000007,2121695.200000001,2105063.912,2105066.5,2105080.578,2121697.664,,
Save data screen,canvas.Screen,13_0_5_0_1,2023-01-08T10:46:08.735Z,,,Kultur,utamaduni,0,,,,,499.9799999999814,d,timeout,,,,2122183.4000000004,2122180.978,2121680.998,2121700.4000000004,2121697.664,2122197.644,,
deep,flow.Sequence,13_0_5_0,2023-01-08T10:46:08.735Z,,,Kultur,utamaduni,,,,,,17100.399999999907,d,completion,,,,2122183.9000000004,2122180.978,2105063.912,2105066.5,2105080.578,2122197.644,,
task  ,flow.Sequence,13_0_5,2023-01-08T10:46:08.736Z,,,Kultur,utamaduni,,,,,,17100.399999999907,d,completion,,,,2122184.1000000015,2122180.978,2105063.912,2105066.4000000004,2105080.578,2122197.644,,
Deep Question,html.Page,13_0_6_0_0,2023-01-08T10:46:14.843Z,,,Körper,kiwiliwili,,,,,,6093.056000001263,d,form submission,,kiwiliwili,,2128291.200000001,2128290.700000001,2122180.978,2122184.3000000007,2122197.644,2128297.92,,
Save data screen,canvas.Screen,13_0_6_0_1,2023-01-08T10:46:15.334Z,,,Körper,kiwiliwili,1,,,,,499.9799999999814,d,timeout,,,,2128783,2128781.234,2128281.254,2128295.5,2128297.92,2128797.9,,
deep,flow.Sequence,13_0_6_0,2023-01-08T10:46:15.335Z,,,Körper,kiwiliwili,,,,,,6583.590000000317,d,completion,,,,2128783.5,2128781.234,2122180.978,2122184.3000000007,2122197.644,2128797.9,,
task  ,flow.Sequence,13_0_6,2023-01-08T10:46:15.335Z,,,Körper,kiwiliwili,,,,,,6583.590000000317,d,completion,,,,2128783.6000000015,2128781.234,2122180.978,2122184.200000001,2122197.644,2128797.9,,
Deep Question,html.Page,13_0_7_0_0,2023-01-08T10:46:23.378Z,,,Kreativität,ubunifu,,,,,,8027.800000001211,d,form submission,,kiganyo,,2136826.200000001,2136825.700000001,2128781.234,2128783.9000000004,2128797.9,2136830.912,,
Save data screen,canvas.Screen,13_0_7_0_1,2023-01-08T10:46:23.867Z,,,Kreativität,ubunifu,0,,,,,499.9799999999814,d,timeout,,,,2137316.200000001,2137314.226,2136814.246,2136829.8000000007,2136830.912,2137330.892,,
deep,flow.Sequence,13_0_7_0,2023-01-08T10:46:23.868Z,,,Kreativität,ubunifu,,,,,,8516.325999999885,d,completion,,,,2137316.6000000015,2137314.226,2128781.234,2128783.8000000007,2128797.9,2137330.892,,
task  ,flow.Sequence,13_0_7,2023-01-08T10:46:23.868Z,,,Kreativität,ubunifu,,,,,,8516.325999999885,d,completion,,,,2137316.8000000007,2137314.226,2128781.234,2128783.8000000007,2128797.9,2137330.892,,
Deep Question,html.Page,13_0_8_0_0,2023-01-08T10:46:28.705Z,,,Prüfung,mtihani,,,,,,4821.9080000007525,d,form submission,,mtihani,,2142153.4000000004,2142152.8000000007,2137314.226,2137317.1000000015,2137330.892,2142164.509,,
Save data screen,canvas.Screen,13_0_8_0_1,2023-01-08T10:46:29.201Z,,,Prüfung,mtihani,1,,,,,499.9799999999814,d,timeout,,,,2142649.6000000015,2142647.823,2142147.843,2142156.8000000007,2142164.509,2142664.489,,
deep,flow.Sequence,13_0_8_0,2023-01-08T10:46:29.201Z,,,Prüfung,mtihani,,,,,,5316.930999999866,d,completion,,,,2142650.1000000015,2142647.823,2137314.226,2137317,2137330.892,2142664.489,,
task  ,flow.Sequence,13_0_8,2023-01-08T10:46:29.202Z,,,Prüfung,mtihani,,,,,,5316.930999999866,d,completion,,,,2142650.3000000007,2142647.823,2137314.226,2137316.9000000004,2137330.892,2142664.489,,
Deep Question,html.Page,13_0_9_0_0,2023-01-08T10:46:35.614Z,,,Kanzler,diwani,,,,,,6397.711000001058,d,form submission,,dehani,,2149062.700000001,2149062.200000001,2142647.823,2142650.4000000004,2142664.489,2149064.233,,
Save data screen,canvas.Screen,13_0_9_0_1,2023-01-08T10:46:36.101Z,,,Kanzler,diwani,0,,,,,499.9799999999814,d,timeout,,,,2149550.1000000015,2149547.547,2149047.567,2149066.700000001,2149064.233,2149564.213,,
deep,flow.Sequence,13_0_9_0,2023-01-08T10:46:36.102Z,,,Kanzler,diwani,,,,,,6883.057999999728,d,completion,,,,2149550.5,2149547.547,2142647.823,2142650.4000000004,2142664.489,2149564.213,,
task  ,flow.Sequence,13_0_9,2023-01-08T10:46:36.102Z,,,Kanzler,diwani,,,,,,6883.057999999728,d,completion,,,,2149550.8000000007,2149547.547,2142647.823,2142650.4000000004,2142664.489,2149564.213,,
Deep Question,html.Page,13_0_10_0_0,2023-01-08T10:46:47.597Z,,,Sänger,mwimbaji,,,,,,11481.787000000011,d,form submission,,mwimbaji,,2161046.4000000004,2161046,2149547.547,2149551,2149564.213,2161048.187,,
Save data screen,canvas.Screen,13_0_10_0_1,2023-01-08T10:46:48.085Z,,,Sänger,mwimbaji,1,,,,,499.9799999999814,d,timeout,,,,2161534.1000000015,2161531.501,2161031.521,2161050,2161048.187,2161548.167,,
deep,flow.Sequence,13_0_10_0,2023-01-08T10:46:48.085Z,,,Sänger,mwimbaji,,,,,,11967.288000000175,d,completion,,,,2161534.5,2161531.501,2149547.547,2149550.9000000004,2149564.213,2161548.167,,
task  ,flow.Sequence,13_0_10,2023-01-08T10:46:48.086Z,,,Sänger,mwimbaji,,,,,,11967.288000000175,d,completion,,,,2161534.700000001,2161531.501,2149547.547,2149550.9000000004,2149564.213,2161548.167,,
Deep Question,html.Page,13_0_11_0_0,2023-01-08T10:46:58.016Z,,,Angreifer,mshambulizi,,,,,,9916.233000000473,d,form submission,,mgandiyani,,2171465,2171464.4000000004,2161531.501,2161535,2161548.167,2171464.979,,
Save data screen,canvas.Screen,13_0_11_0_1,2023-01-08T10:46:58.501Z,,,Angreifer,mshambulizi,0,,,,,499.9799999999814,d,timeout,,,,2171950.1000000015,2171948.293,2171448.313,2171468.3000000007,2171464.979,2171964.959,,
deep,flow.Sequence,13_0_11_0,2023-01-08T10:46:58.501Z,,,Angreifer,mshambulizi,,,,,,10400.126000000164,d,completion,,,,2171950.5,2171948.293,2161531.501,2161534.9000000004,2161548.167,2171964.959,,
task  ,flow.Sequence,13_0_11,2023-01-08T10:46:58.502Z,,,Angreifer,mshambulizi,,,,,,10400.126000000164,d,completion,,,,2171950.700000001,2171948.293,2161531.501,2161534.8000000007,2161548.167,2171964.959,,
Deep Question,html.Page,13_0_12_0_0,2023-01-08T10:47:19.101Z,,,Aufstand,ugomaji,,,,,,20584.841000000946,d,form submission,,utegezeji,,2192550.3000000007,2192549.8000000007,2171948.293,2171951,2171964.959,2192564.654,,
Save data screen,canvas.Screen,13_0_12_0_1,2023-01-08T10:47:19.601Z,,,Aufstand,ugomaji,0,,,,,499.9799999999814,d,timeout,,,,2193050.9000000004,2193047.968,2192547.988,2192554.4000000004,2192564.654,2193064.634,,
deep,flow.Sequence,13_0_12_0,2023-01-08T10:47:19.602Z,,,Aufstand,ugomaji,,,,,,21083.00900000008,d,completion,,,,2193051.4000000004,2193047.968,2171948.293,2171950.8000000007,2171964.959,2193064.634,,
task  ,flow.Sequence,13_0_12,2023-01-08T10:47:19.602Z,,,Aufstand,ugomaji,,,,,,21083.00900000008,d,completion,,,,2193051.700000001,2193047.968,2171948.293,2171950.8000000007,2171964.959,2193064.634,,
Deep Question,html.Page,13_0_13_0_0,2023-01-08T10:47:43.498Z,,,Können,unaweza,,,,,,23883.06600000104,d,form submission,,1,,2216948.3000000007,2216947.700000001,2193047.968,2193051.9000000004,2193064.634,2216948.071,,
Save data screen,canvas.Screen,13_0_13_0_1,2023-01-08T10:47:43.984Z,,,Können,unaweza,0,,,,,499.9799999999814,d,timeout,,,,2217434,2217431.385,2216931.405,2216951.5,2216948.071,2217448.051,,
deep,flow.Sequence,13_0_13_0,2023-01-08T10:47:43.985Z,,,Können,unaweza,,,,,,24366.7509999997,d,completion,,,,2217434.5,2217431.385,2193047.968,2193051.9000000004,2193064.634,2217448.051,,
task  ,flow.Sequence,13_0_13,2023-01-08T10:47:43.985Z,,,Können,unaweza,,,,,,24366.7509999997,d,completion,,,,2217434.6000000015,2217431.385,2193047.968,2193051.9000000004,2193064.634,2217448.051,,
Deep Question,html.Page,13_0_14_0_0,2023-01-08T10:48:07.860Z,,,Verzögerung,kuchelewa,,,,,,23861.049000001512,d,form submission,,kuchelewa,,2241309.8000000007,2241309.1000000015,2217431.385,2217434.9000000004,2217448.051,2241315.855,,
Save data screen,canvas.Screen,13_0_14_0_1,2023-01-08T10:48:08.351Z,,,Verzögerung,kuchelewa,1,,,,,499.9799999999814,d,timeout,,,,2241801.6000000015,2241799.169,2241299.189,2241313.5,2241315.855,2241815.835,,
deep,flow.Sequence,13_0_14_0,2023-01-08T10:48:08.352Z,,,Verzögerung,kuchelewa,,,,,,24351.11800000025,d,completion,,,,2241802.1000000015,2241799.169,2217431.385,2217434.9000000004,2217448.051,2241815.835,,
task  ,flow.Sequence,13_0_14,2023-01-08T10:48:08.352Z,,,Verzögerung,kuchelewa,,,,,,24351.11800000025,d,completion,,,,2241802.3000000007,2241799.169,2217431.385,2217434.8000000007,2217448.051,2241815.835,,
Deep Question,html.Page,13_0_15_0_0,2023-01-08T10:48:20.983Z,,,System,maongozi,,,,,,12617.365000001155,d,form submission,,1,,2254433.8000000007,2254433.200000001,2241799.169,2241802.5,2241815.835,2254449.204,,
Save data screen,canvas.Screen,13_0_15_0_1,2023-01-08T10:48:21.485Z,,,System,maongozi,0,,,,,499.9799999999814,d,timeout,,,,2254935.200000001,2254932.518,2254432.538,2254437.6000000015,2254449.204,2254949.184,,
deep,flow.Sequence,13_0_15_0,2023-01-08T10:48:21.485Z,,,System,maongozi,,,,,,13116.683000000194,d,completion,,,,2254935.6000000015,2254932.518,2241799.169,2241802.4000000004,2241815.835,2254949.184,,
task  ,flow.Sequence,13_0_15,2023-01-08T10:48:21.485Z,,,System,maongozi,,,,,,13116.683000000194,d,completion,,,,2254935.8000000007,2254932.518,2241799.169,2241802.4000000004,2241815.835,2254949.184,,
retrieval block 1 (cued recall),flow.Loop,13_0,2023-01-08T10:48:21.486Z,,,,,,,,,,200003.78800000018,,completion,,,,2254936,2254932.518,2054912.064,2054918.7000000011,2054928.73,2254949.184,,
Shallow Question,html.Page,13_1_0_0_0,2023-01-08T10:48:30.487Z,,,Können,unaweza,,kiongozi,bustani,mienendo,"[""distractor1"",""distractor2"",""distractor3""]",8987.71600000048,s,form submission,,unaweza,,2263937.4000000004,2263936.9000000004,2254932.518,2254936.3000000007,2254949.184,2263949.359,,
Save data screen,canvas.Screen,13_1_0_0_1,2023-01-08T10:48:30.984Z,,,Können,unaweza,1,kiongozi,bustani,mienendo,"[""distractor1"",""distractor2"",""distractor3""]",499.9799999999814,s,timeout,,,,2264434.700000001,2264432.673,2263932.693,2263940.4000000004,2263949.359,2264449.339,,
shallow,flow.Sequence,13_1_0_0,2023-01-08T10:48:30.984Z,,,Können,unaweza,,kiongozi,bustani,mienendo,"[""distractor1"",""distractor2"",""distractor3""]",9483.48900000006,s,completion,,,,2264435,2264432.673,2254932.518,2254936.3000000007,2254949.184,2264449.339,,
task  ,flow.Sequence,13_1_0,2023-01-08T10:48:30.985Z,,,Können,unaweza,,kiongozi,bustani,mienendo,"[""distractor1"",""distractor2"",""distractor3""]",9483.48900000006,s,completion,,,,2264435.1000000015,2264432.673,2254932.518,2254936.200000001,2254949.184,2264449.339,,
Shallow Question,html.Page,13_1_1_0_0,2023-01-08T10:48:38.387Z,,,Sänger,mwimbaji,,msichana,shughuli,mshirika,"[""distractor1"",""distractor2"",""distractor3""]",7387.761000001337,s,form submission,,mwimbaji,,2271837.6000000015,2271837.1000000015,2264432.673,2264435.3000000007,2264449.339,2271849.632,,
Save data screen,canvas.Screen,13_1_1_0_1,2023-01-08T10:48:38.884Z,,,Sänger,mwimbaji,1,msichana,shughuli,mshirika,"[""distractor1"",""distractor2"",""distractor3""]",499.9799999999814,s,timeout,,,,2272335,2272332.946,2271832.966,2271840.3000000007,2271849.632,2272349.612,,
shallow,flow.Sequence,13_1_1_0,2023-01-08T10:48:38.885Z,,,Sänger,mwimbaji,,msichana,shughuli,mshirika,"[""distractor1"",""distractor2"",""distractor3""]",7883.6069999998435,s,completion,,,,2272335.6000000015,2272332.946,2264432.673,2264435.3000000007,2264449.339,2272349.612,,
task  ,flow.Sequence,13_1_1,2023-01-08T10:48:38.885Z,,,Sänger,mwimbaji,,msichana,shughuli,mshirika,"[""distractor1"",""distractor2"",""distractor3""]",7883.6069999998435,s,completion,,,,2272335.8000000007,2272332.946,2264432.673,2264435.200000001,2264449.339,2272349.612,,
Shallow Question,html.Page,13_1_2_0_0,2023-01-08T10:48:43.503Z,,,Kanzler,diwani,,rasilmali,mahitaji,maabudu,"[""distractor1"",""distractor2"",""distractor3""]",4603.988000001293,s,form submission,,diwani,,2276954.1000000015,2276953.6000000015,2272332.946,2272336.1000000015,2272349.612,2276966.094,,
Save data screen,canvas.Screen,13_1_2_0_1,2023-01-08T10:48:44.001Z,,,Kanzler,diwani,1,rasilmali,mahitaji,maabudu,"[""distractor1"",""distractor2"",""distractor3""]",499.9799999999814,s,timeout,,,,2277451.8000000007,2277449.408,2276949.428,2276956.9000000004,2276966.094,2277466.074,,
shallow,flow.Sequence,13_1_2_0,2023-01-08T10:48:44.001Z,,,Kanzler,diwani,,rasilmali,mahitaji,maabudu,"[""distractor1"",""distractor2"",""distractor3""]",5099.795999999624,s,completion,,,,2277452,2277449.408,2272332.946,2272336,2272349.612,2277466.074,,
task  ,flow.Sequence,13_1_2,2023-01-08T10:48:44.001Z,,,Kanzler,diwani,,rasilmali,mahitaji,maabudu,"[""distractor1"",""distractor2"",""distractor3""]",5099.795999999624,s,completion,,,,2277452,2277449.408,2272332.946,2272336,2272349.612,2277466.074,,
Shallow Question,html.Page,13_1_3_0_0,2023-01-08T10:49:03.820Z,,,Abrechnung,uhasibu,,kusahihisha,mpambano,mashambulizi,"[""distractor1"",""distractor2"",""distractor3""]",19805.026000001468,s,form submission,,uhasibu,,2297271.5,2297271.1000000015,2277449.408,2277452.1000000015,2277466.074,2297283.09,,
Save data screen,canvas.Screen,13_1_3_0_1,2023-01-08T10:49:04.318Z,,,Abrechnung,uhasibu,1,kusahihisha,mpambano,mashambulizi,"[""distractor1"",""distractor2"",""distractor3""]",499.9799999999814,s,timeout,,,,2297768.8000000007,2297766.404,2297266.424,2297274.200000001,2297283.09,2297783.07,,
shallow,flow.Sequence,13_1_3_0,2023-01-08T10:49:04.318Z,,,Abrechnung,uhasibu,,kusahihisha,mpambano,mashambulizi,"[""distractor1"",""distractor2"",""distractor3""]",20300.330000000075,s,completion,,,,2297769.200000001,2297766.404,2277449.408,2277452.1000000015,2277466.074,2297783.07,,
task  ,flow.Sequence,13_1_3,2023-01-08T10:49:04.318Z,,,Abrechnung,uhasibu,,kusahihisha,mpambano,mashambulizi,"[""distractor1"",""distractor2"",""distractor3""]",20300.330000000075,s,completion,,,,2297769.4000000004,2297766.404,2277449.408,2277452.1000000015,2277466.074,2297783.07,,
Shallow Question,html.Page,13_1_4_0_0,2023-01-08T10:49:09.537Z,,,System,maongozi,,chokochoko,nuksani,mitaani,"[""distractor1"",""distractor2"",""distractor3""]",5204.630000001285,s,form submission,,maongozi,,2302988.200000001,2302987.700000001,2297766.404,2297769.6000000015,2297783.07,2302999.528,,
Save data screen,canvas.Screen,13_1_4_0_1,2023-01-08T10:49:10.033Z,,,System,maongozi,1,chokochoko,nuksani,mitaani,"[""distractor1"",""distractor2"",""distractor3""]",499.9799999999814,s,timeout,,,,2303484.4000000004,2303482.842,2302982.862,2302990.8000000007,2302999.528,2303499.508,,
shallow,flow.Sequence,13_1_4_0,2023-01-08T10:49:10.033Z,,,System,maongozi,,chokochoko,nuksani,mitaani,"[""distractor1"",""distractor2"",""distractor3""]",5699.772000000346,s,completion,,,,2303484.700000001,2303482.842,2297766.404,2297769.6000000015,2297783.07,2303499.508,,
task  ,flow.Sequence,13_1_4,2023-01-08T10:49:10.034Z,,,System,maongozi,,chokochoko,nuksani,mitaani,"[""distractor1"",""distractor2"",""distractor3""]",5699.772000000346,s,completion,,,,2303484.700000001,2303482.842,2297766.404,2297769.6000000015,2297783.07,2303499.508,,
Shallow Question,html.Page,13_1_5_0_0,2023-01-08T10:49:19.404Z,,,Kultur,utamaduni,,shetani,gerezani,mazingira,"[""distractor1"",""distractor2"",""distractor3""]",9354.692000001203,s,form submission,,utamaduni,,2312854.8000000007,2312854.200000001,2303482.842,2303484.8000000007,2303499.508,2312866.31,,
Save data screen,canvas.Screen,13_1_5_0_1,2023-01-08T10:49:19.900Z,,,Kultur,utamaduni,1,shetani,gerezani,mazingira,"[""distractor1"",""distractor2"",""distractor3""]",499.9799999999814,s,timeout,,,,2313351.700000001,2313349.624,2312849.644,2312858.6000000015,2312866.31,2313366.29,,
shallow,flow.Sequence,13_1_5_0,2023-01-08T10:49:19.901Z,,,Kultur,utamaduni,,shetani,gerezani,mazingira,"[""distractor1"",""distractor2"",""distractor3""]",9850.115999999922,s,completion,,,,2313352.200000001,2313349.624,2303482.842,2303484.8000000007,2303499.508,2313366.29,,
task  ,flow.Sequence,13_1_5,2023-01-08T10:49:19.901Z,,,Kultur,utamaduni,,shetani,gerezani,mazingira,"[""distractor1"",""distractor2"",""distractor3""]",9850.115999999922,s,completion,,,,2313352.4000000004,2313349.624,2303482.842,2303484.8000000007,2303499.508,2313366.29,,
Shallow Question,html.Page,13_1_6_0_0,2023-01-08T10:49:38.504Z,,,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,"[""distractor1"",""distractor2"",""distractor3""]",18588.209999999963,s,form submission,,kudhibiti,,2331955.1000000015,2331954.5,2313349.624,2313352.700000001,2313366.29,2331966.898,,
Save data screen,canvas.Screen,13_1_6_0_1,2023-01-08T10:49:39.001Z,,,Kontrolle,kudhibiti,1,mbinguni,kufunga,utegemezi,"[""distractor1"",""distractor2"",""distractor3""]",499.9799999999814,s,timeout,,,,2332452.700000001,2332450.212,2331950.232,2331958.200000001,2331966.898,2332466.878,,
shallow,flow.Sequence,13_1_6_0,2023-01-08T10:49:39.002Z,,,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,"[""distractor1"",""distractor2"",""distractor3""]",19083.921999999788,s,completion,,,,2332453.200000001,2332450.212,2313349.624,2313352.6000000015,2313366.29,2332466.878,,
task  ,flow.Sequence,13_1_6,2023-01-08T10:49:39.002Z,,,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,"[""distractor1"",""distractor2"",""distractor3""]",19083.921999999788,s,completion,,,,2332453.5,2332450.212,2313349.624,2313352.5,2313366.29,2332466.878,,
Shallow Question,html.Page,13_1_7_0_0,2023-01-08T10:49:46.571Z,,,Prüfung,mtihani,,mkulima,mtizamo,ufumbuzi,"[""distractor1"",""distractor2"",""distractor3""]",7554.922000000719,s,form submission,,mtihani,,2340022.4000000004,2340021.8000000007,2332450.212,2332453.700000001,2332466.878,2340033.242,,
Save data screen,canvas.Screen,13_1_7_0_1,2023-01-08T10:49:47.067Z,,,Prüfung,mtihani,1,mkulima,mtizamo,ufumbuzi,"[""distractor1"",""distractor2"",""distractor3""]",499.9799999999814,s,timeout,,,,2340518.700000001,2340516.556,2340016.576,2340025.5,2340033.242,2340533.222,,
shallow,flow.Sequence,13_1_7_0,2023-01-08T10:49:47.067Z,,,Prüfung,mtihani,,mkulima,mtizamo,ufumbuzi,"[""distractor1"",""distractor2"",""distractor3""]",8049.67799999984,s,completion,,,,2340519.200000001,2340516.556,2332450.212,2332453.6000000015,2332466.878,2340533.222,,
task  ,flow.Sequence,13_1_7,2023-01-08T10:49:47.068Z,,,Prüfung,mtihani,,mkulima,mtizamo,ufumbuzi,"[""distractor1"",""distractor2"",""distractor3""]",8049.67799999984,s,completion,,,,2340519.4000000004,2340516.556,2332450.212,2332453.6000000015,2332466.878,2340533.222,,
Shallow Question,html.Page,13_1_8_0_0,2023-01-08T10:49:51.253Z,,,Verzögerung,kuchelewa,,mwakilishi,mwanauchumi,jaribio,"[""distractor1"",""distractor2"",""distractor3""]",4171.378000001423,s,form submission,,kuchelewa,,2344705.1000000015,2344704.6000000015,2340516.556,2340519.6000000015,2340533.222,2344717.026,,
Save data screen,canvas.Screen,13_1_8_0_1,2023-01-08T10:49:51.751Z,,,Verzögerung,kuchelewa,1,mwakilishi,mwanauchumi,jaribio,"[""distractor1"",""distractor2"",""distractor3""]",499.9799999999814,s,timeout,,,,2345202.6000000015,2345200.34,2344700.36,2344707.6000000015,2344717.026,2345217.006,,
shallow,flow.Sequence,13_1_8_0,2023-01-08T10:49:51.751Z,,,Verzögerung,kuchelewa,,mwakilishi,mwanauchumi,jaribio,"[""distractor1"",""distractor2"",""distractor3""]",4667.117999999784,s,completion,,,,2345202.700000001,2345200.34,2340516.556,2340519.5,2340533.222,2345217.006,,
task  ,flow.Sequence,13_1_8,2023-01-08T10:49:51.751Z,,,Verzögerung,kuchelewa,,mwakilishi,mwanauchumi,jaribio,"[""distractor1"",""distractor2"",""distractor3""]",4667.117999999784,s,completion,,,,2345202.9000000004,2345200.34,2340516.556,2340519.5,2340533.222,2345217.006,,
Shallow Question,html.Page,13_1_9_0_0,2023-01-08T10:50:03.454Z,,,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,"[""distractor1"",""distractor2"",""distractor3""]",11687.89400000032,s,form submission,,kuhatarisha,,2356905.6000000015,2356904.9000000004,2345200.34,2345202.9000000004,2345217.006,2356917.099,,
Save data screen,canvas.Screen,13_1_9_0_1,2023-01-08T10:50:03.950Z,,,Gefährdung,kuhatarisha,1,uchokozi,udhaifu,makorowezo,"[""distractor1"",""distractor2"",""distractor3""]",499.9799999999814,s,timeout,,,,2357402.4000000004,2357400.413,2356900.433,2356910.3000000007,2356917.099,2357417.079,,
shallow,flow.Sequence,13_1_9_0,2023-01-08T10:50:03.951Z,,,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,"[""distractor1"",""distractor2"",""distractor3""]",12183.407000000123,s,completion,,,,2357402.9000000004,2357400.413,2345200.34,2345202.9000000004,2345217.006,2357417.079,,
task  ,flow.Sequence,13_1_9,2023-01-08T10:50:03.951Z,,,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,"[""distractor1"",""distractor2"",""distractor3""]",12183.407000000123,s,completion,,,,2357403.1000000015,2357400.413,2345200.34,2345202.9000000004,2345217.006,2357417.079,,
Shallow Question,html.Page,13_1_10_0_0,2023-01-08T10:50:07.487Z,,,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,"[""distractor1"",""distractor2"",""distractor3""]",3520.9210000000894,s,form submission,,kiwiliwili,,2360938.700000001,2360938,2357400.413,2357403.4000000004,2357417.079,2360950.271,,
Save data screen,canvas.Screen,13_1_10_0_1,2023-01-08T10:50:07.983Z,,,Körper,kiwiliwili,1,mapambano,mpatanishi,kiolezo,"[""distractor1"",""distractor2"",""distractor3""]",499.9799999999814,s,timeout,,,,2361434.700000001,2361433.585,2360933.605,2360942.1000000015,2360950.271,2361450.251,,
shallow,flow.Sequence,13_1_10_0,2023-01-08T10:50:07.983Z,,,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,"[""distractor1"",""distractor2"",""distractor3""]",4016.506000000052,s,completion,,,,2361435.1000000015,2361433.585,2357400.413,2357403.3000000007,2357417.079,2361450.251,,
task  ,flow.Sequence,13_1_10,2023-01-08T10:50:07.983Z,,,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,"[""distractor1"",""distractor2"",""distractor3""]",4016.506000000052,s,completion,,,,2361435.4000000004,2361433.585,2357400.413,2357403.3000000007,2357417.079,2361450.251,,
