observation;sender;sender_type;sender_id;response;response_action;ended_on;duration;time_run;time_render;time_show;time_end;time_commit;timestamp;time_switch;german;swahili;enc;distractor1;distractor2;distractor3;response_2;x;correct;distractors;url_vp;url_sess;meta_labjs_version;meta_location;meta_user_agent;meta_platform;meta_language;meta_locale;meta_time_zone;meta_timezone_offset;meta_screen_width;meta_screen_height;meta_scroll_width;meta_scroll_height;meta_window_inner_width;meta_window_inner_height;meta_device_pixel_ratio;meta_labjs_build_flavor;meta_labjs_build_commit;;;;
ac614;Save;data;screen;canvas.Screen;2_1_0_1;NA;NA;timeout;499.944;97825.8;97818.966;97834.941;98318.254;98319.7;2023-06-18T12:06:37Z;98334.885;Wettbewerb;ushindani;d;mapendezi;kichocheo;ubaguzi;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_1_0;NA;NA;completion;9242.82;89060.6;89059.191;89075.434;98318.254;98320.1;2023-06-18T12:06:37Z;98334.885;Wettbewerb;ushindani;d;mapendezi;kichocheo;ubaguzi;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_1;NA;NA;completion;9242.82;89060.5;89059.191;89075.434;98318.254;98320.4;2023-06-18T12:06:37Z;98334.885;Wettbewerb;ushindani;d;mapendezi;kichocheo;ubaguzi;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_2_0_0;NA;NA;form;submission;4013.915;98320.6;98318.254;98334.885;102348.8;102349;2023-06-18T12:06:41Z;102364.644;Widerstand;usulubu;s;kusababisha;mwalimu;mwenendo;usulubu;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_2_0_1;NA;NA;timeout;499.787;102350.3;102331.514;102364.644;102847.846;102854.3;2023-06-18T12:06:42Z;102864.431;Widerstand;usulubu;s;kusababisha;mwalimu;mwenendo;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_2_0;NA;NA;completion;4512.961;98320.6;98318.254;98334.885;102847.846;102854.4;2023-06-18T12:06:42Z;102864.431;Widerstand;usulubu;s;kusababisha;mwalimu;mwenendo;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_2;NA;NA;completion;4512.961;98320.5;98318.254;98334.885;102847.846;102854.4;2023-06-18T12:06:42Z;102864.431;Widerstand;usulubu;s;kusababisha;mwalimu;mwenendo;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_3_0_0;NA;NA;form;submission;2570.769;102854.5;102847.846;102864.431;105435.2;105435.5;2023-06-18T12:06:44Z;105445.674;Konkurrent;mshindani;d;msemaji;mvutaji;kipukusa;mshindani;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_3_0_1;NA;NA;timeout;499.327;105435.9;105429.031;105445.674;105928.358;105929.5;2023-06-18T12:06:45Z;105945.001;Konkurrent;mshindani;d;msemaji;mvutaji;kipukusa;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_3_0;NA;NA;completion;3063.927;102854.5;102847.846;102864.431;105928.358;105929.8;2023-06-18T12:06:45Z;105945.001;Konkurrent;mshindani;d;msemaji;mvutaji;kipukusa;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_3;NA;NA;completion;3063.927;102854.5;102847.846;102864.431;105928.358;105929.9;2023-06-18T12:06:45Z;105945.001;Konkurrent;mshindani;d;msemaji;mvutaji;kipukusa;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_4_0_0;NA;NA;form;submission;2325.399;105930.1;105928.358;105945.001;108270.4;108270.7;2023-06-18T12:06:47Z;108293.358;Sympathie;mapendano;s;dhamiria;fungamano;maazimio;mapendano;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_4_0_1;NA;NA;timeout;499.647;108272.6;108276.696;108293.358;108776.328;108777.1;2023-06-18T12:06:47Z;108793.005;Sympathie;mapendano;s;dhamiria;fungamano;maazimio;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_4_0;NA;NA;completion;2831.327;105930.1;105928.358;105945.001;108776.328;108777.4;2023-06-18T12:06:47Z;108793.005;Sympathie;mapendano;s;dhamiria;fungamano;maazimio;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_4;NA;NA;completion;2831.327;105930;105928.358;105945.001;108776.328;108777.6;2023-06-18T12:06:47Z;108793.005;Sympathie;mapendano;s;dhamiria;fungamano;maazimio;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_5_0_0;NA;NA;form;submission;2183.095;108777.7;108776.328;108793.005;110976.1;110976.3;2023-06-18T12:06:50Z;110991.138;Annäherung;maegesho;s;madahili;kujiamini;mapendekezo;maegesho;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_5_0_1;NA;NA;timeout;499.637;110976.7;110974.634;110991.138;111473.985;111475.1;2023-06-18T12:06:50Z;111490.775;Annäherung;maegesho;s;madahili;kujiamini;mapendekezo;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_5_0;NA;NA;completion;2680.98;108777.7;108776.328;108793.005;111473.985;111475.2;2023-06-18T12:06:50Z;111490.775;Annäherung;maegesho;s;madahili;kujiamini;mapendekezo;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_5;NA;NA;completion;2680.98;108777.7;108776.328;108793.005;111473.985;111475.5;2023-06-18T12:06:50Z;111490.775;Annäherung;maegesho;s;madahili;kujiamini;mapendekezo;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_6_0_0;NA;NA;form;submission;2049.225;111475.6;111473.985;111490.775;113540;113540.3;2023-06-18T12:06:52Z;113555.446;Polizist;msongora;d;simanzi;mandhari;nidhamu;msongora;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_6_0_1;NA;NA;timeout;499.923;113540.7;113522.868;113555.446;114038.666;114039.4;2023-06-18T12:06:53Z;114055.369;Polizist;msongora;d;simanzi;mandhari;nidhamu;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_6_0;NA;NA;completion;2547.891;111475.6;111473.985;111490.775;114038.666;114039.6;2023-06-18T12:06:53Z;114055.369;Polizist;msongora;d;simanzi;mandhari;nidhamu;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_6;NA;NA;completion;2547.891;111475.6;111473.985;111490.775;114038.666;114039.7;2023-06-18T12:06:53Z;114055.369;Polizist;msongora;d;simanzi;mandhari;nidhamu;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_7_0_0;NA;NA;form;submission;2581.631;114039.9;114038.666;114055.369;116637;116637.4;2023-06-18T12:06:55Z;116636.214;Verstand;ufahamivu;s;shakawa;hadhari;mhandisi;hadhari;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_7_0_1;NA;NA;timeout;499.609;116638.7;116626.024;116636.214;117119.198;117128.1;2023-06-18T12:06:56Z;117135.823;Verstand;ufahamivu;s;shakawa;hadhari;mhandisi;NA;NA;0;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_7_0;NA;NA;completion;3063.829;114039.9;114038.666;114055.369;117119.198;117128.3;2023-06-18T12:06:56Z;117135.823;Verstand;ufahamivu;s;shakawa;hadhari;mhandisi;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_7;NA;NA;completion;3063.829;114039.9;114038.666;114055.369;117119.198;117128.6;2023-06-18T12:06:56Z;117135.823;Verstand;ufahamivu;s;shakawa;hadhari;mhandisi;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_8_0_0;NA;NA;form;submission;1128.577;117128.7;117119.198;117135.823;118264.4;118264.7;2023-06-18T12:06:57Z;118268.167;Symbol;kielezo;s;kinyume;nderemo;utayari;kielezo;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_8_0_1;NA;NA;timeout;499.986;118265.1;118252.024;118268.167;118751.483;118752.2;2023-06-18T12:06:57Z;118768.153;Symbol;kielezo;s;kinyume;nderemo;utayari;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_8_0;NA;NA;completion;1615.66;117128.7;117119.198;117135.823;118751.483;118752.4;2023-06-18T12:06:57Z;118768.153;Symbol;kielezo;s;kinyume;nderemo;utayari;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_8;NA;NA;completion;1615.66;117128.7;117119.198;117135.823;118751.483;118752.6;2023-06-18T12:06:57Z;118768.153;Symbol;kielezo;s;kinyume;nderemo;utayari;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_9_0_0;NA;NA;form;submission;1310.147;118752.7;118751.483;118768.153;120078.3;120078.5;2023-06-18T12:06:59Z;120083.491;Auftrag;uagizaji;d;ghanima;kuzingatia;msukani;uagizaji;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_9_0_1;NA;NA;timeout;499.864;120079;120067.453;120083.491;120566.665;120567.5;2023-06-18T12:06:59Z;120583.355;Auftrag;uagizaji;d;ghanima;kuzingatia;msukani;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_9_0;NA;NA;completion;1798.512;118752.7;118751.483;118768.153;120566.665;120567.9;2023-06-18T12:06:59Z;120583.355;Auftrag;uagizaji;d;ghanima;kuzingatia;msukani;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_9;NA;NA;completion;1798.512;118752.7;118751.483;118768.153;120566.665;120568.3;2023-06-18T12:06:59Z;120583.355;Auftrag;uagizaji;d;ghanima;kuzingatia;msukani;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_10_0_0;NA;NA;form;submission;3860.145;120568.4;120566.665;120583.355;124443.5;124443.8;2023-06-18T12:07:03Z;124446.479;Vorsorge;tahadhari;d;ufafanuzi;makini;mashambani;tahadhari;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_10_0_1;NA;NA;timeout;499.604;124445.2;124430.161;124446.479;124929.417;124930.4;2023-06-18T12:07:04Z;124946.083;Vorsorge;tahadhari;d;ufafanuzi;makini;mashambani;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_10_0;NA;NA;completion;4346.062;120568.4;120566.665;120583.355;124929.417;124930.7;2023-06-18T12:07:04Z;124946.083;Vorsorge;tahadhari;d;ufafanuzi;makini;mashambani;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_10;NA;NA;completion;4346.062;120568.4;120566.665;120583.355;124929.417;124930.8;2023-06-18T12:07:04Z;124946.083;Vorsorge;tahadhari;d;ufafanuzi;makini;mashambani;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_11_0_0;NA;NA;form;submission;3098.417;124930.9;124929.417;124946.083;128044.5;128044.8;2023-06-18T12:07:07Z;128060.461;Zuwachs;nyongeza;s;matilaba;udhibiti;hudhurio;nyongeza;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_11_0_1;NA;NA;timeout;499.649;128046.1;128029.016;128060.461;128543.455;128544.1;2023-06-18T12:07:07Z;128560.11;Zuwachs;nyongeza;s;matilaba;udhibiti;hudhurio;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_11_0;NA;NA;completion;3597.372;124930.9;124929.417;124946.083;128543.455;128544.4;2023-06-18T12:07:07Z;128560.11;Zuwachs;nyongeza;s;matilaba;udhibiti;hudhurio;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_11;NA;NA;completion;3597.372;124930.9;124929.417;124946.083;128543.455;128544.5;2023-06-18T12:07:07Z;128560.11;Zuwachs;nyongeza;s;matilaba;udhibiti;hudhurio;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_12_0_0;NA;NA;form;submission;2812.39;128544.7;128543.455;128560.11;131372.5;131372.8;2023-06-18T12:07:10Z;131374.101;Schönheit;kirembo;s;mahojiano;msisimko;jitihadi;kirembo;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_12_0_1;NA;NA;timeout;499.608;131373.2;131357.817;131374.101;131857.491;131858.6;2023-06-18T12:07:11Z;131873.709;Schönheit;kirembo;s;mahojiano;msisimko;jitihadi;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_12_0;NA;NA;completion;3297.381;128544.7;128543.455;128560.11;131857.491;131858.8;2023-06-18T12:07:11Z;131873.709;Schönheit;kirembo;s;mahojiano;msisimko;jitihadi;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_12;NA;NA;completion;3297.381;128544.7;128543.455;128560.11;131857.491;131859.1;2023-06-18T12:07:11Z;131873.709;Schönheit;kirembo;s;mahojiano;msisimko;jitihadi;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_13_0_0;NA;NA;form;submission;5307.791;131859.2;131857.491;131873.709;137181.5;137181.9;2023-06-18T12:07:16Z;137185.986;Ausschluss;kutengwa;d;ununuzi;taratibu;madeni;taratibu;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_13_0_1;NA;NA;timeout;499.976;137183.3;137171.296;137185.986;137669.305;137670.2;2023-06-18T12:07:16Z;137685.962;Ausschluss;kutengwa;d;ununuzi;taratibu;madeni;NA;NA;0;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_13_0;NA;NA;completion;5795.596;131859.2;131857.491;131873.709;137669.305;137670.6;2023-06-18T12:07:16Z;137685.962;Ausschluss;kutengwa;d;ununuzi;taratibu;madeni;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_13;NA;NA;completion;5795.596;131859.1;131857.491;131873.709;137669.305;137670.9;2023-06-18T12:07:16Z;137685.962;Ausschluss;kutengwa;d;ununuzi;taratibu;madeni;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_14_0_0;NA;NA;form;submission;2135.738;137671.1;137669.305;137685.962;139821.7;139821.8;2023-06-18T12:07:18Z;139833.922;Zufall;kikuti;s;kukosekana;uchoraji;leseni;kikuti;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_14_0_1;NA;NA;timeout;499.832;139822.3;139817.747;139833.922;140317.258;140318.6;2023-06-18T12:07:19Z;140333.754;Zufall;kikuti;s;kukosekana;uchoraji;leseni;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_14_0;NA;NA;completion;2631.296;137671;137669.305;137685.962;140317.258;140318.8;2023-06-18T12:07:19Z;140333.754;Zufall;kikuti;s;kukosekana;uchoraji;leseni;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_14;NA;NA;completion;2631.296;137671;137669.305;137685.962;140317.258;140319.1;2023-06-18T12:07:19Z;140333.754;Zufall;kikuti;s;kukosekana;uchoraji;leseni;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;Shallow;Question;html.Page;2_15_0_0;NA;NA;form;submission;3196.746;140319.2;140317.258;140333.754;143530.5;143530.8;2023-06-18T12:07:22Z;143530.816;Beweis;ushahidi;d;marudio;kizuizi;mtendaji;ushahidi;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;Save;data;screen;canvas.Screen;2_15_0_1;NA;NA;timeout;499.636;143532.3;143514.568;143530.816;144014.054;144015.1;2023-06-18T12:07:23Z;144030.452;Beweis;ushahidi;d;marudio;kizuizi;mtendaji;NA;NA;1;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
ac614;shallow;flow.Sequence;2_15_0;NA;NA;completion;3680.3;140319.2;140317.258;140333.754;144014.054;144015.3;2023-06-18T12:07:23Z;144030.452;Beweis;ushahidi;d;marudio;kizuizi;mtendaji;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;task;flow.Sequence;2_15;NA;NA;completion;3680.3;140319.1;140317.258;140333.754;144014.054;144015.5;2023-06-18T12:07:23Z;144030.452;Beweis;ushahidi;d;marudio;kizuizi;mtendaji;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;retrieval;block;2;(multiple;choice);flow.Loop;2;NA;NA;completion;58868.566;85130.4;85128.951;85145.488;144014.054;144015.7;2023-06-18T12:07:23Z;144030.452;NA;NA;NA;NA;NA;NA;NA;NA;NA;"c(""distractor1"", ""distractor2"", ""distractor3"")";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ac614;End;canvas.Screen;3;NA;keypress(Space);response;1644.348;144015.9;144014.054;144030.452;145674.8;145676.4;2023-06-18T12:07:24Z;145679.39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
ac614;root;flow.Sequence;NA;NA;NA;completion;144443.746;1208.2;1197.644;1231.054;145674.8;145677;2023-06-18T12:07:24Z;145679.39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NULL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;
